851	7	1	'шт.'	1
852	7	1	'шт.'	2
853	7	1	'шт.'	3
854	7	1	'шт.'	4
855	7	2	'шт.'	5
856	7	1	'шт.'	6
857	7	1	'шт.'	7
858	7	6	'шт.'	8
859	7	2	'шт.'	9
860	7	2	'шт.'	10
861	7	1	'шт.'	11
862	7	2	'шт.'	12
863	7	2	'шт.'	13
864	7	4	'шт.'	14
865	7	4	'шт.'	15
866	7	2	'шт.'	16
867	7	11	'шт.'	17
868	7	1	'шт.'	18
869	7	1	'шт.'	19
870	7	1	'шт.'	20
871	7	1	'шт.'	21
872	7	1	'шт.'	22
873	7	1	'шт.'	23
874	7	1	'шт.'	24
875	7	1	'шт.'	25
876	7	10	'шт.'	26
877	7	2	'шт.'	27
878	7	1	'шт.'	28
879	7	1	'шт.'	29
880	7	2	'шт.'	30
881	7	1	'шт.'	31
882	7	2	'шт.'	32
883	7	1	'шт.'	33
884	7	1	'шт.'	34
885	7	1	'шт.'	35
886	7	1	'шт.'	36
887	7	1	'шт.'	37
888	7	1	'шт.'	38
889	7	1	'шт.'	39
890	7	1	'шт.'	40
